state,district,year,gwq,sdp,gini
tamil nadu,ramanathapuram,2015,450.76923,862437.0,0.25
tamil nadu,ramanathapuram,2016,514.14355,922084.0,0.25
tamil nadu,ramanathapuram,2017,1081.2222,1000308.0,0.25
tamil nadu,ramanathapuram,2018,799.22076,1071602.0,0.25
jharkhand,ramgarh,2001,50.0,70260.19384688395,0.18
jharkhand,ramgarh,2004,107.0,90933.94772758461,0.18
jharkhand,ramgarh,2005,39.5,86858.23663560263,0.18
jharkhand,ramgarh,2007,249.0,107985.77685043102,0.18
jharkhand,ramgarh,2008,125.33334,103644.40755018276,0.18
jharkhand,ramgarh,2009,103.0,113915.95362850405,0.18
jharkhand,ramgarh,2010,102.5,130487.88405254687,0.18
jharkhand,ramgarh,2011,121.33334,137383.0,0.18
jharkhand,ramgarh,2012,118.5,149526.0,0.18
uttar pradesh,rampur,2000,22.82,351083.83971582167,0.21
uttar pradesh,rampur,2001,73.777779,357470.77254969825,0.21
uttar pradesh,rampur,2016,28.0,888453.0,0.21
uttar pradesh,rampur,2018,35.5,949184.0,0.21
jharkhand,ranchi,2004,109.58334,90933.94772758461,0.34
jharkhand,ranchi,2005,46.18182,86858.23663560263,0.34
jharkhand,ranchi,2006,35.257141,88313.3580473321,0.34
jharkhand,ranchi,2007,51.76923,107985.77685043102,0.34
jharkhand,ranchi,2008,52.281818,103644.40755018276,0.34
jharkhand,ranchi,2009,57.363636,113915.95362850405,0.34
jharkhand,ranchi,2010,58.75,130487.88405254687,0.34
jharkhand,ranchi,2011,41.356667,137383.0,0.34
jharkhand,ranchi,2012,66.826088,149526.0,0.34
jharkhand,ranchi,2013,76.823532,150609.0,0.34
telangana,ranga reddy,2004,216.33333,161790.06689829516,0.31
telangana,ranga reddy,2005,189.0,187774.5444577278,0.31
telangana,ranga reddy,2006,228.0,208477.0974396334,0.31
telangana,ranga reddy,2007,132.50999,229691.84931694498,0.31
telangana,ranga reddy,2008,148.2,260994.69248203633,0.31
telangana,ranga reddy,2009,182.5,261701.24352747787,0.31
telangana,ranga reddy,2010,98.85714,307973.2512484278,0.31
telangana,ranga reddy,2011,138.5625,325139.0,0.31
telangana,ranga reddy,2012,148.5,334205.0,0.31
telangana,ranga reddy,2013,172.89473,349593.0,0.31
telangana,ranga reddy,2014,150.25,372897.0,0.31
telangana,ranga reddy,2015,195.78572,416892.0,0.31
telangana,ranga reddy,2016,189.75,455731.0,0.31
telangana,ranga reddy,2017,164.29167,498145.0,0.31
telangana,ranga reddy,2018,183.42105,544441.0,0.31
madhya pradesh,ratlam,2000,241.71428,142623.92245088037,0.21
madhya pradesh,ratlam,2001,150.25,152826.6075400632,0.21
madhya pradesh,ratlam,2002,224.53334,144856.76138662823,0.21
madhya pradesh,ratlam,2004,230.45454,166392.43950471698,0.21
madhya pradesh,ratlam,2005,179.05882,174775.328567217,0.21
madhya pradesh,ratlam,2006,207.5,190708.6450176887,0.21
madhya pradesh,ratlam,2007,163.44444,199720.87510613207,0.21
madhya pradesh,ratlam,2008,216.22223,224971.10261792454,0.21
madhya pradesh,ratlam,2009,138.36842,246297.10579599056,0.21
madhya pradesh,ratlam,2010,307.33334,259230.23037146227,0.21
madhya pradesh,ratlam,2011,67.0,282371.0,0.21
madhya pradesh,ratlam,2012,151.06476,306853.0,0.21
madhya pradesh,ratlam,2013,145.91667,322598.0,0.21
madhya pradesh,ratlam,2014,150.83333,339247.0,0.21
madhya pradesh,ratlam,2015,157.79167,370716.0,0.21
madhya pradesh,ratlam,2016,223.70833,419465.0,0.21
madhya pradesh,ratlam,2017,180.56,441956.0,0.21
madhya pradesh,ratlam,2018,147.73145,482361.0,0.21
maharashtra,ratnagiri,2000,16.166666,462182.04589375335,0.25
maharashtra,ratnagiri,2001,15.384615,478508.99779191246,0.25
maharashtra,ratnagiri,2002,15.230769,511507.57436596503,0.25
maharashtra,ratnagiri,2004,21.116667,599028.1154943785,0.25
maharashtra,ratnagiri,2005,14.363636,685815.41856348,0.25
maharashtra,ratnagiri,2006,18.747221,780279.5182740722,0.25
maharashtra,ratnagiri,2007,14.013889,871096.2491881064,0.25
maharashtra,ratnagiri,2008,14.129032,884779.143581586,0.25
maharashtra,ratnagiri,2009,14.214286,970264.8556553777,0.25
maharashtra,ratnagiri,2012,33.366665,1189711.0,0.25
maharashtra,ratnagiri,2013,44.86842,1267551.0,0.25
maharashtra,ratnagiri,2014,26.354166,1345341.0,0.25
maharashtra,ratnagiri,2015,69.485718,1452513.0,0.25
maharashtra,ratnagiri,2016,50.552631,1596121.0,0.25
maharashtra,ratnagiri,2017,305.92871,1661065.0,0.25
maharashtra,ratnagiri,2018,43.472206,1728578.0,0.25
odisha,rayagada,2000,44.727272,98181.20095221567,0.24
odisha,rayagada,2002,30.873819,103409.86331502158,0.24
odisha,rayagada,2004,39.388889,133986.11438993324,0.24
odisha,rayagada,2008,14.7,183688.70172154246,0.24
odisha,rayagada,2009,11.285714,185166.77232022234,0.24
odisha,rayagada,2012,53.572727,216301.0,0.24
odisha,rayagada,2013,73.46154,233122.0,0.24
odisha,rayagada,2014,57.137222,235931.0,0.24
odisha,rayagada,2015,45.35294,253192.0,0.24
odisha,rayagada,2016,46.189999,293348.0,0.24
odisha,rayagada,2017,119.28571,316192.0,0.24
odisha,rayagada,2018,45.400002,338339.0,0.24
jammu and kashmir,reasi,2000,12.62,37710.042182414036,0.26
jammu and kashmir,reasi,2001,15.5,38436.2253616112,0.26
jammu and kashmir,reasi,2002,19.799999,40392.58452347819,0.26
jammu and kashmir,reasi,2003,18.4,42468.16778939248,0.26
jammu and kashmir,reasi,2004,24.200001,44760.52215357458,0.26
jammu and kashmir,reasi,2005,20.5,46834.049691085616,0.26
jammu and kashmir,reasi,2006,22.333334,49568.64624889674,0.26
jammu and kashmir,reasi,2007,18.416666,52629.93389232127,0.26
jammu and kashmir,reasi,2008,23.666666,55925.67043248014,0.26
jammu and kashmir,reasi,2009,11.85,58635.28473080318,0.26
jammu and kashmir,reasi,2010,20.799999,61986.75092674316,0.26
jammu and kashmir,reasi,2012,21.25,67316.0,0.26
jammu and kashmir,reasi,2013,40.333332,70536.0,0.26
jammu and kashmir,reasi,2014,20.125,67154.0,0.26
jammu and kashmir,reasi,2015,26.857143,80602.0,0.26
jammu and kashmir,reasi,2016,16.666666,82636.0,0.26
madhya pradesh,rewa,2000,46.0,142623.92245088037,0.26
madhya pradesh,rewa,2001,55.240002,152826.6075400632,0.26
madhya pradesh,rewa,2002,52.153847,144856.76138662823,0.26
madhya pradesh,rewa,2004,53.75,166392.43950471698,0.26
madhya pradesh,rewa,2005,63.75,174775.328567217,0.26
madhya pradesh,rewa,2006,25.0,190708.6450176887,0.26
madhya pradesh,rewa,2007,49.243904,199720.87510613207,0.26
madhya pradesh,rewa,2008,48.42857,224971.10261792454,0.26
madhya pradesh,rewa,2009,50.925926,246297.10579599056,0.26
madhya pradesh,rewa,2010,29.764706,259230.23037146227,0.26
madhya pradesh,rewa,2011,39.620689,282371.0,0.26
madhya pradesh,rewa,2012,84.789284,306853.0,0.26
madhya pradesh,rewa,2013,93.827583,322598.0,0.26
madhya pradesh,rewa,2014,91.206894,339247.0,0.26
madhya pradesh,rewa,2015,96.333336,370716.0,0.26
madhya pradesh,rewa,2016,73.566666,419465.0,0.26
madhya pradesh,rewa,2017,61.09375,441956.0,0.26
madhya pradesh,rewa,2018,74.465118,482361.0,0.26
haryana,rewari,2000,410.0,108122.61080440917,0.32
haryana,rewari,2001,74.0,116473.59577669726,0.32
haryana,rewari,2002,1940.0909,123614.0477018113,0.32
haryana,rewari,2004,358.63635,147481.865369694,0.32
haryana,rewari,2005,322.0,160804.87167161863,0.32
haryana,rewari,2006,221.55556,179088.29885884066,0.32
haryana,rewari,2007,585.72729,193107.4745746674,0.32
haryana,rewari,2008,570.09088,207975.053310876,0.32
haryana,rewari,2009,648.16669,233960.81678999262,0.32
haryana,rewari,2010,384.60001,249822.19019322115,0.32
haryana,rewari,2011,529.44446,271152.0,0.32
haryana,rewari,2012,1318.1428,289756.0,0.32
haryana,rewari,2013,165.2,314931.0,0.32
haryana,rewari,2014,343.29999,333359.0,0.32
haryana,rewari,2016,628.49591,412055.0,0.32
haryana,rewari,2017,254.5,434407.0,0.32
haryana,rewari,2018,587.16669,470328.0,0.32
meghalaya,ri bhoi,2014,27.299999,17893.0,0.19
meghalaya,ri bhoi,2015,44.0,18330.0,0.19
meghalaya,ri bhoi,2016,26.25,19295.0,0.19
meghalaya,ri bhoi,2017,18.374287,19964.0,0.19
meghalaya,ri bhoi,2018,55.200714,20968.0,0.19
haryana,rohtak,2000,568.00623,108122.61080440917,0.28
haryana,rohtak,2002,653.0,123614.0477018113,0.28
haryana,rohtak,2004,489.75,147481.865369694,0.28
haryana,rohtak,2005,265.375,160804.87167161863,0.28
haryana,rohtak,2007,368.57144,193107.4745746674,0.28
haryana,rohtak,2008,476.4375,207975.053310876,0.28
haryana,rohtak,2009,306.83334,233960.81678999262,0.28
haryana,rohtak,2010,343.78571,249822.19019322115,0.28
haryana,rohtak,2011,532.3125,271152.0,0.28
haryana,rohtak,2012,504.84616,289756.0,0.28
haryana,rohtak,2013,407.07693,314931.0,0.28
haryana,rohtak,2014,358.0,333359.0,0.28
haryana,rohtak,2015,381.76923,372700.0,0.28
haryana,rohtak,2016,403.08334,412055.0,0.28
haryana,rohtak,2017,274.90909,434407.0,0.28
haryana,rohtak,2018,455.54544,470328.0,0.28
bihar,rohtas,2004,156.33333,123786.48249318643,0.23
bihar,rohtas,2005,121.75,120702.7141776237,0.23
bihar,rohtas,2007,47.799999,148922.3697701531,0.23
bihar,rohtas,2008,29.275,171625.46728329768,0.23
bihar,rohtas,2009,245.0,179835.9122150076,0.23
bihar,rohtas,2010,79.055557,207295.21074574778,0.23
bihar,rohtas,2011,79.5,228497.0,0.23
bihar,rohtas,2012,81.456245,236933.0,0.23
bihar,rohtas,2013,76.627693,246915.0,0.23
bihar,rohtas,2016,48.028332,289265.0,0.23
punjab,rupnagar,2000,62.36842,130870.00549422811,0.31
punjab,rupnagar,2001,18.0,132574.969948761,0.31
punjab,rupnagar,2002,47.700001,134833.06381928446,0.31
punjab,rupnagar,2004,34.444443,150374.55025659368,0.31
punjab,rupnagar,2005,44.23077,157747.6323300751,0.31
punjab,rupnagar,2006,54.0,174760.55643236218,0.31
punjab,rupnagar,2007,31.866667,189894.4098783096,0.31
punjab,rupnagar,2008,44.477779,200421.39678947636,0.31
punjab,rupnagar,2009,31.99,213223.87539693547,0.31
punjab,rupnagar,2010,32.81818,226995.577251856,0.31
punjab,rupnagar,2011,51.272728,239227.0,0.31
punjab,rupnagar,2012,45.0,251813.0,0.31
punjab,rupnagar,2013,67.991669,267515.0,0.31
punjab,rupnagar,2014,45.5,278485.0,0.31
punjab,rupnagar,2015,52.299999,294895.0,0.31
punjab,rupnagar,2016,51.799999,315783.0,0.31
punjab,rupnagar,2017,44.727272,335057.0,0.31
punjab,rupnagar,2018,58.625,353942.0,0.31
punjab,sahibzada ajit singh nagar,2000,15.0,130870.00549422811,0.36
punjab,sahibzada ajit singh nagar,2002,21.0,134833.06381928446,0.36
punjab,sahibzada ajit singh nagar,2004,14.0,150374.55025659368,0.36
punjab,sahibzada ajit singh nagar,2005,14.0,157747.6323300751,0.36
punjab,sahibzada ajit singh nagar,2006,11.0,174760.55643236218,0.36
punjab,sahibzada ajit singh nagar,2007,13.0,189894.4098783096,0.36
punjab,sahibzada ajit singh nagar,2008,6.6999998,200421.39678947636,0.36
punjab,sahibzada ajit singh nagar,2009,6.6999998,213223.87539693547,0.36
punjab,sahibzada ajit singh nagar,2010,25.0,226995.577251856,0.36
punjab,sahibzada ajit singh nagar,2011,21.0,239227.0,0.36
punjab,sahibzada ajit singh nagar,2014,21.0,278485.0,0.36
punjab,sahibzada ajit singh nagar,2015,14.0,294895.0,0.36
punjab,sahibzada ajit singh nagar,2018,21.0,353942.0,0.36
gujarat,sabar kantha,2000,249.64999,187486.06471907918,0.22
gujarat,sabar kantha,2001,363.76471,202722.52060396783,0.22
gujarat,sabar kantha,2002,252.14285,220397.15650232672,0.22
gujarat,sabar kantha,2004,280.4762,272449.2629108957,0.22
gujarat,sabar kantha,2005,316.54544,311996.4362722108,0.22
gujarat,sabar kantha,2006,305.42856,338383.36050177214,0.22
gujarat,sabar kantha,2007,252.875,378395.5156254638,0.22
gujarat,sabar kantha,2008,305.58334,394570.23835956375,0.22
gujarat,sabar kantha,2009,281.94446,450323.76586738543,0.22
gujarat,sabar kantha,2010,240.6842,499605.5063968227,0.22
gujarat,sabar kantha,2011,284.85001,532809.0,0.22
gujarat,sabar kantha,2012,275.85184,596659.0,0.22
gujarat,sabar kantha,2013,290.66666,641489.0,0.22
gujarat,sabar kantha,2014,247.55173,705629.0,0.22
gujarat,sabar kantha,2015,267.84375,774775.0,0.22
gujarat,sabar kantha,2016,287.79999,843930.0,0.22
gujarat,sabar kantha,2017,255.11429,946511.0,0.22
gujarat,sabar kantha,2018,337.02704,1034399.0,0.22
madhya pradesh,sagar,2000,125.11111,142623.92245088037,0.26
madhya pradesh,sagar,2001,99.571426,152826.6075400632,0.26
madhya pradesh,sagar,2002,83.599998,144856.76138662823,0.26
madhya pradesh,sagar,2004,138.5625,166392.43950471698,0.26
madhya pradesh,sagar,2005,101.61539,174775.328567217,0.26
madhya pradesh,sagar,2006,87.291664,190708.6450176887,0.26
madhya pradesh,sagar,2007,139.05714,199720.87510613207,0.26
madhya pradesh,sagar,2008,150.8,224971.10261792454,0.26
madhya pradesh,sagar,2009,102.44444,246297.10579599056,0.26
madhya pradesh,sagar,2010,89.708336,259230.23037146227,0.26
madhya pradesh,sagar,2011,84.896553,282371.0,0.26
madhya pradesh,sagar,2012,97.0,306853.0,0.26
madhya pradesh,sagar,2013,100.19231,322598.0,0.26
madhya pradesh,sagar,2014,125.56667,339247.0,0.26
madhya pradesh,sagar,2015,130.875,370716.0,0.26
madhya pradesh,sagar,2016,158.67741,419465.0,0.26
madhya pradesh,sagar,2017,106.29269,441956.0,0.26
madhya pradesh,sagar,2018,118.0625,482361.0,0.26
uttar pradesh,saharanpur,2000,51.666668,351083.83971582167,0.26
uttar pradesh,saharanpur,2001,47.666668,357470.77254969825,0.26
uttar pradesh,saharanpur,2016,31.830233,888453.0,0.26
uttar pradesh,saharanpur,2018,54.137501,949184.0,0.26
bihar,saharsa,2000,30.0,110615.1637047949,0.23
bihar,saharsa,2005,78.25,120702.7141776237,0.23
bihar,saharsa,2007,35.474998,148922.3697701531,0.23
bihar,saharsa,2008,54.285713,171625.46728329768,0.23
bihar,saharsa,2009,55.666668,179835.9122150076,0.23
bihar,saharsa,2010,40.400002,207295.21074574778,0.23
bihar,saharsa,2011,29.285715,228497.0,0.23
bihar,saharsa,2012,41.75,236933.0,0.23
bihar,saharsa,2013,66.718185,246915.0,0.23
bihar,saharsa,2016,65.821426,289265.0,0.23
jharkhand,sahebganj,2000,178.0,65731.49293120936,0.23
jharkhand,sahebganj,2004,90.775002,90933.94772758461,0.23
jharkhand,sahebganj,2005,113.5,86858.23663560263,0.23
jharkhand,sahebganj,2008,152.66667,103644.40755018276,0.23
jharkhand,sahebganj,2009,184.66667,113915.95362850405,0.23
jharkhand,sahebganj,2010,161.0,130487.88405254687,0.23
jharkhand,sahebganj,2011,166.61,137383.0,0.23
jharkhand,sahebganj,2012,112.0,149526.0,0.23
jharkhand,sahebganj,2013,126.2,150609.0,0.23
jharkhand,sahebganj,2016,48.0,176363.0,0.23
punjab,sahibzada ajit singh nagar,2000,161.21819,130870.00549422811,0.36
punjab,sahibzada ajit singh nagar,2002,133.66667,134833.06381928446,0.36
punjab,sahibzada ajit singh nagar,2004,115.83334,150374.55025659368,0.36
punjab,sahibzada ajit singh nagar,2005,64.25,157747.6323300751,0.36
punjab,sahibzada ajit singh nagar,2006,80.375,174760.55643236218,0.36
punjab,sahibzada ajit singh nagar,2007,63.718182,189894.4098783096,0.36
punjab,sahibzada ajit singh nagar,2008,90.5,200421.39678947636,0.36
punjab,sahibzada ajit singh nagar,2009,65.666664,213223.87539693547,0.36
punjab,sahibzada ajit singh nagar,2010,74.63636,226995.577251856,0.36
punjab,sahibzada ajit singh nagar,2011,137.18182,239227.0,0.36
punjab,sahibzada ajit singh nagar,2012,72.211113,251813.0,0.36
punjab,sahibzada ajit singh nagar,2013,51.375,267515.0,0.36
punjab,sahibzada ajit singh nagar,2014,164.42857,278485.0,0.36
punjab,sahibzada ajit singh nagar,2015,287.33334,294895.0,0.36
punjab,sahibzada ajit singh nagar,2016,357.5,315783.0,0.36
punjab,sahibzada ajit singh nagar,2017,66.099998,335057.0,0.36
punjab,sahibzada ajit singh nagar,2018,168.5,353942.0,0.36
tamil nadu,salem,2000,424.70587,288498.3205747694,0.26
tamil nadu,salem,2001,312.4375,282908.6927283517,0.26
tamil nadu,salem,2002,312.33334,284324.36644762417,0.26
tamil nadu,salem,2004,201.25,337921.3167903381,0.26
tamil nadu,salem,2005,223.14285,386683.4090471607,0.26
tamil nadu,salem,2006,341.1875,447233.3527585457,0.26
tamil nadu,salem,2007,195.0,475248.4774441926,0.26
tamil nadu,salem,2009,284.15384,552763.8529603527,0.26
tamil nadu,salem,2010,259.72726,628152.0055419293,0.26
tamil nadu,salem,2011,367.89999,674478.0,0.26
tamil nadu,salem,2012,219.28572,709343.0,0.26
tamil nadu,salem,2013,275.0,750416.0,0.26
tamil nadu,salem,2014,220.16364,791915.0,0.26
tamil nadu,salem,2016,531.54114,922084.0,0.26
tamil nadu,salem,2017,349.44788,1000308.0,0.26
tamil nadu,salem,2018,419.53711,1071602.0,0.26
bihar,samastipur,2001,323.0,104271.73783034184,0.2
bihar,samastipur,2004,206.0,123786.48249318643,0.2
bihar,samastipur,2006,106.57143,141592.2454273824,0.2
bihar,samastipur,2008,21.0,171625.46728329768,0.2
bihar,samastipur,2009,158.0,179835.9122150076,0.2
bihar,samastipur,2010,230.0,207295.21074574778,0.2
bihar,samastipur,2011,119.104,228497.0,0.2
bihar,samastipur,2012,126.172,236933.0,0.2
bihar,samastipur,2013,68.466667,246915.0,0.2
odisha,sambalpur,2000,64.222221,98181.20095221567,0.31
odisha,sambalpur,2002,63.234093,103409.86331502158,0.31
odisha,sambalpur,2004,63.251999,133986.11438993324,0.31
odisha,sambalpur,2008,29.950001,183688.70172154246,0.31
odisha,sambalpur,2009,72.666664,185166.77232022234,0.31
odisha,sambalpur,2012,77.514282,216301.0,0.31
odisha,sambalpur,2013,99.159088,233122.0,0.31
odisha,sambalpur,2014,65.086205,235931.0,0.31
odisha,sambalpur,2015,77.876923,253192.0,0.31
odisha,sambalpur,2016,74.975327,293348.0,0.31
odisha,sambalpur,2017,98.896103,316192.0,0.31
odisha,sambalpur,2018,75.239433,338339.0,0.31
uttar pradesh,sambhal,2004,14.0,407921.1791392405,0.27
uttar pradesh,sambhal,2016,92.0,888453.0,0.27
uttar pradesh,sambhal,2018,99.400002,949184.0,0.27
telangana,sangareddy,2004,147.0,161790.06689829516,0.23
telangana,sangareddy,2005,53.0,187774.5444577278,0.23
telangana,sangareddy,2006,139.8,208477.0974396334,0.23
telangana,sangareddy,2007,136.25,229691.84931694498,0.23
telangana,sangareddy,2008,236.5,260994.69248203633,0.23
telangana,sangareddy,2009,142.0,261701.24352747787,0.23
telangana,sangareddy,2010,145.0,307973.2512484278,0.23
telangana,sangareddy,2011,138.5,325139.0,0.23
telangana,sangareddy,2012,224.66667,334205.0,0.23
telangana,sangareddy,2013,205.0,349593.0,0.23
telangana,sangareddy,2014,159.0,372897.0,0.23
telangana,sangareddy,2015,137.53847,416892.0,0.23
telangana,sangareddy,2016,140.625,455731.0,0.23
telangana,sangareddy,2017,72.428574,498145.0,0.23
telangana,sangareddy,2018,153.76923,544441.0,0.23
maharashtra,sangli,2000,187.80833,462182.04589375335,0.24
maharashtra,sangli,2001,98.5,478508.99779191246,0.24
maharashtra,sangli,2002,166.8421,511507.57436596503,0.24
maharashtra,sangli,2004,33.849998,599028.1154943785,0.24
maharashtra,sangli,2005,156.0,685815.41856348,0.24
maharashtra,sangli,2006,84.333336,780279.5182740722,0.24
maharashtra,sangli,2007,120.8125,871096.2491881064,0.24
maharashtra,sangli,2008,145.57895,884779.143581586,0.24
maharashtra,sangli,2009,175.88235,970264.8556553777,0.24
maharashtra,sangli,2013,189.86957,1267551.0,0.24
maharashtra,sangli,2014,165.32143,1345341.0,0.24
maharashtra,sangli,2015,223.45454,1452513.0,0.24
maharashtra,sangli,2016,173.10001,1596121.0,0.24
maharashtra,sangli,2017,133.88094,1661065.0,0.24
maharashtra,sangli,2018,107.94525,1728578.0,0.24
punjab,sangrur,2000,250.77777,130870.00549422811,0.35
punjab,sangrur,2001,199.08333,132574.969948761,0.35
punjab,sangrur,2002,209.22223,134833.06381928446,0.35
punjab,sangrur,2004,319.0,150374.55025659368,0.35
punjab,sangrur,2005,173.5,157747.6323300751,0.35
punjab,sangrur,2006,238.7,174760.55643236218,0.35
punjab,sangrur,2007,183.76923,189894.4098783096,0.35
punjab,sangrur,2008,209.18182,200421.39678947636,0.35
punjab,sangrur,2009,82.639999,213223.87539693547,0.35
punjab,sangrur,2010,167.75,226995.577251856,0.35
punjab,sangrur,2011,86.375,239227.0,0.35
punjab,sangrur,2012,203.85715,251813.0,0.35
punjab,sangrur,2013,40.454544,267515.0,0.35
punjab,sangrur,2014,117.16666,278485.0,0.35
punjab,sangrur,2015,79.660866,294895.0,0.35
punjab,sangrur,2016,66.405884,315783.0,0.35
punjab,sangrur,2017,31.571428,335057.0,0.35
punjab,sangrur,2018,48.285713,353942.0,0.35
uttar pradesh,sant kabeer nagar,2000,98.333336,351083.83971582167,0.25
uttar pradesh,sant kabeer nagar,2002,68.333336,369037.9006500751,0.25
uttar pradesh,sant kabeer nagar,2004,28.25,407921.1791392405,0.25
uttar pradesh,sant kabeer nagar,2016,21.0,888453.0,0.25
uttar pradesh,sant kabeer nagar,2018,21.27,949184.0,0.25
jharkhand,saraikela kharsawan,2004,296.25,90933.94772758461,0.19
jharkhand,saraikela kharsawan,2005,121.775,86858.23663560263,0.19
jharkhand,saraikela kharsawan,2006,189.66667,88313.3580473321,0.19
jharkhand,saraikela kharsawan,2007,69.580002,107985.77685043102,0.19
jharkhand,saraikela kharsawan,2008,106.33334,103644.40755018276,0.19
jharkhand,saraikela kharsawan,2009,170.60001,113915.95362850405,0.19
jharkhand,saraikela kharsawan,2010,166.66667,130487.88405254687,0.19
jharkhand,saraikela kharsawan,2011,64.610001,137383.0,0.19
jharkhand,saraikela kharsawan,2012,95.666664,149526.0,0.19
jharkhand,saraikela kharsawan,2013,104.5,150609.0,0.19
bihar,saran,2001,121.0,104271.73783034184,0.23
bihar,saran,2005,19.5,120702.7141776237,0.23
bihar,saran,2007,58.033333,148922.3697701531,0.23
bihar,saran,2008,109.0,171625.46728329768,0.23
bihar,saran,2009,175.57143,179835.9122150076,0.23
bihar,saran,2010,70.525002,207295.21074574778,0.23
bihar,saran,2011,132.87143,228497.0,0.23
bihar,saran,2012,130.158,236933.0,0.23
bihar,saran,2013,76.449997,246915.0,0.23
bihar,saran,2016,62.918785,289265.0,0.23
maharashtra,satara,2000,136.21053,462182.04589375335,0.31
maharashtra,satara,2001,91.151512,478508.99779191246,0.31
maharashtra,satara,2002,101.61072,511507.57436596503,0.31
maharashtra,satara,2004,44.636364,599028.1154943785,0.31
maharashtra,satara,2005,123.58537,685815.41856348,0.31
maharashtra,satara,2006,155.63637,780279.5182740722,0.31
maharashtra,satara,2007,88.724136,871096.2491881064,0.31
maharashtra,satara,2008,109.3,884779.143581586,0.31
maharashtra,satara,2009,134.13513,970264.8556553777,0.31
maharashtra,satara,2013,74.96154,1267551.0,0.31
maharashtra,satara,2014,74.0,1345341.0,0.31
maharashtra,satara,2015,78.166664,1452513.0,0.31
maharashtra,satara,2016,61.0,1596121.0,0.31
maharashtra,satara,2017,67.369377,1661065.0,0.31
maharashtra,satara,2018,70.78479,1728578.0,0.31
madhya pradesh,satna,2001,80.360001,152826.6075400632,0.26
madhya pradesh,satna,2002,98.346153,144856.76138662823,0.26
madhya pradesh,satna,2004,67.260872,166392.43950471698,0.26
madhya pradesh,satna,2005,86.63636,174775.328567217,0.26
madhya pradesh,satna,2007,74.372093,199720.87510613207,0.26
madhya pradesh,satna,2008,75.173912,224971.10261792454,0.26
madhya pradesh,satna,2009,63.757576,246297.10579599056,0.26
madhya pradesh,satna,2010,49.615383,259230.23037146227,0.26
madhya pradesh,satna,2011,91.709679,282371.0,0.26
madhya pradesh,satna,2012,75.757576,306853.0,0.26
madhya pradesh,satna,2013,101.25,322598.0,0.26
madhya pradesh,satna,2014,95.155556,339247.0,0.26
madhya pradesh,satna,2015,93.36364,370716.0,0.26
madhya pradesh,satna,2016,63.822224,419465.0,0.26
madhya pradesh,satna,2017,71.595741,441956.0,0.26
madhya pradesh,satna,2018,77.332756,482361.0,0.26
rajasthan,sawai madhopur,2000,317.46155,174261.4982756208,0.21
rajasthan,sawai madhopur,2001,229.45454,194105.22164539358,0.21
rajasthan,sawai madhopur,2002,546.88892,170786.6612538214,0.21
rajasthan,sawai madhopur,2004,332.78946,219623.783673409,0.21
rajasthan,sawai madhopur,2005,415.1875,234376.38095379015,0.21
rajasthan,sawai madhopur,2006,383.5,261962.91892931657,0.21
rajasthan,sawai madhopur,2007,335.10001,273897.97681369574,0.21
rajasthan,sawai madhopur,2008,209.125,296931.6051077934,0.21
rajasthan,sawai madhopur,2009,214.92308,314236.5616057293,0.21
rajasthan,sawai madhopur,2010,174.07143,361436.6835150852,0.21
rajasthan,sawai madhopur,2011,414.16666,395331.0,0.21
rajasthan,sawai madhopur,2012,345.11111,409802.0,0.21
rajasthan,sawai madhopur,2013,244.71428,434292.0,0.21
rajasthan,sawai madhopur,2014,214.16667,465408.0,0.21
rajasthan,sawai madhopur,2015,275.82352,501922.0,0.21
rajasthan,sawai madhopur,2016,264.44446,529650.0,0.21
rajasthan,sawai madhopur,2017,257.8421,557618.0,0.21
rajasthan,sawai madhopur,2018,409.8125,568102.0,0.21
madhya pradesh,sehore,2000,64.0,142623.92245088037,0.34
madhya pradesh,sehore,2001,130.14285,152826.6075400632,0.34
madhya pradesh,sehore,2002,108.0,144856.76138662823,0.34
madhya pradesh,sehore,2004,83.928574,166392.43950471698,0.34
madhya pradesh,sehore,2005,31.363636,174775.328567217,0.34
madhya pradesh,sehore,2006,133.45454,190708.6450176887,0.34
madhya pradesh,sehore,2007,110.81481,199720.87510613207,0.34
madhya pradesh,sehore,2008,128.2,224971.10261792454,0.34
madhya pradesh,sehore,2009,185.0,246297.10579599056,0.34
madhya pradesh,sehore,2010,147.2,259230.23037146227,0.34
madhya pradesh,sehore,2011,126.44444,282371.0,0.34
madhya pradesh,sehore,2012,122.14286,306853.0,0.34
madhya pradesh,sehore,2013,143.47342,322598.0,0.34
madhya pradesh,sehore,2014,133.76471,339247.0,0.34
madhya pradesh,sehore,2015,35.0,370716.0,0.34
madhya pradesh,sehore,2016,156.29411,419465.0,0.34
madhya pradesh,sehore,2017,134.10001,441956.0,0.34
madhya pradesh,sehore,2018,156.88235,482361.0,0.34
madhya pradesh,seoni,2001,89.13636,152826.6075400632,0.27
madhya pradesh,seoni,2002,81.884613,144856.76138662823,0.27
madhya pradesh,seoni,2004,74.727272,166392.43950471698,0.27
madhya pradesh,seoni,2005,77.133331,174775.328567217,0.27
madhya pradesh,seoni,2007,90.184212,199720.87510613207,0.27
madhya pradesh,seoni,2008,60.39394,224971.10261792454,0.27
madhya pradesh,seoni,2009,78.65625,246297.10579599056,0.27
madhya pradesh,seoni,2010,86.80645,259230.23037146227,0.27
madhya pradesh,seoni,2011,54.21212,282371.0,0.27
